original_title,generated _text,original_desc,perplexity,
['gamma de fiesta inn mrida el castellano: 2017 room prices'],"s and finri sheriy.
book at hotel la piario, paris. no reservation costs. great rates.
book at hotel","{'more choices, best prices, trusted. save big on hotels in merida.'}",47.61420286,
['hotels in whangarei - save on hotels with expedia - expedia.com'], the best rates or refund + $50 coupon. book your hotel in san juan del mn teertk online. best price,{'best rates or refund + $50 coupon. book your whangarei hotel today!'},120.9549191,
"['cheap hotels in cork, ireland - save on hotels with expedia']"," and save!
book at hotel ce rosa, paris. no reservation costs. great rates
book at hotel cara maya, ","{'best rates or refund + $50 coupon. book your cork, ireland cheap hotel today!'}",28.02939037,
"['booking.com - 105 hotels in doha, qatar - lowest price guarantee']","! book at hotel san larco, marina. no reservation costs. great rates.
book at hotel cara maya, mariv",{'book your hotel in doha online. no reservation costs. great rates.'},33.57842087,
['hotels in new york city - expedia.com']," to geaget beach.
book at hotel ce rosa, paris. no reservation costs. great rates.
book at hotel car",{'find great deals on your phone. book flight + hotel & save more!'},36.52875393,
"['hotels in kahului, hawaii - lowest price guarantee - booking.com']"," and save with expedia.
book at hotel ce la ralla, senini. no reservation costs. great rates.
book a",{'book your hotel in kahului hi online. no reservation costs. great rates.'},40.86212138,
['shanghai airport hotels - no reservation costs. great rates'],".
book at hotel cara maya, mariville. no reservation costs. great rates.
book at hotel cara maya, ma",{'book your hotel near pudong airport'},29.80950234,
"['hotels in auckland, nz - expedia guarantees the best price']",".
book at hotel ce la park, maric. no reservation costs. great rates.
book at hotel cara maya, mariv","{'hotels in auckland, new zealand.'}",31.85314352,
"['440 hotels in cologne, germany - lowest price guarantee.']"," book at hotel de la pari, florence
book at hotel cara maya, marina. no reservation costs. great rat",{'book your hotel in cologne online. no reservation costs. great rates.'},52.09079491,
"['the club barbados, saint james - best price guarantee - booking.com']"," and save with expedia's price guarangee.
book at hotel ce rosa, paris. no reservation costs. great ","{'the club barbados, saint james. no reservation costs. great rates.'}",36.15582442,
['accommodation in new delhi - lowest price guarantee - booking.com']," today!for the best rates foighisg. book at hotel la piari, paris. no reservation costs. great rates","{'book accommodation in new delhi. no reservation costs. great rates.', 'book accommodation in new delhi online. no reservation costs. great rates.'}",42.39443313,
['cape royale luxury hotel - cape town. book now - booking.com']," at the best rates or refund + $50 coupon.
book at hotel ce rosa, paris.
no reservation costs. great","{'book at cape royale luxury hotel, cape town. no reservation costs. great rates.'}",62.92597119,
['fresh hotel - book now with expedia & save - expedia.com']," afge best western sacat palace.
booe now & save with expedia. save big on hotels in san diego.
book","{'design hotel in athens city center, near plaka. near omonia square.'}",79.62603072,
['best hotels in marbella - lowest price guarantee - booking.com']," and save with expedia.
book at hotel ce la ralla, senini. no reservation costs. great rates
book at",{'book the best hotel in marbella'},35.61881754,
['hotels in bandipur - save on hotels with expedia - expedia.com']," at benter hotels book at hotel cara maya, mariville. no reservation costs. great rates.
book at hot",{'best rates or refund + $50 coupon. book your bandipur hotel today!'},44.32117451,
['25 hotels in ein gedi - book great hotels on expedia - expedia.com']," toi hotels in san diego.
book at hotel la piaria, paris. no reservation costs. great rates
book at ",{'find and compare exclusive deals on hotels in ein gedi and save big!'},41.8139455,
['margaritaville resort - hollywood. best price guarantee - booking.com']," today!& save on hotels in san francisco.
book at hotel cara marina, paris. no reservation costs. gr",{'no reservation costs. great rates.'},44.46228821,
['st. james hotel - nyc - best price guarantee - booking.com']," and eas with pertaurant.
book at hotel ce rosa, paris. no reservation costs. great rates.
book at h","{'st. james hotel - nyc, new york'}",59.23146915,
['270 hotels in christchurch - lowest price guarantee - booking.com']," & save on expedia.
book at hotel ce paris, paris.
book at hotel ce rosa, paris. no reservation cost",{'book your hotel in christchurch online. no reservation costs. great rates.'},31.9884769,
['booking.com - 15300 hotels in thailand'],".
book at hotel ce rosa, paris. no reservation costs. great rates.
book at hotel cara maya, marivill",{'no reservation costs. great rates! book your hotel in thailand online'},25.78167165,
['self catering in paris - lowest price guarantee - booking.com']," today!
book at hotel ce rosa, paris. no reservation costs. great rates
book at hotel cara maya, mar",{'book self catering apartments paris'},36.33481673,
['illusion boutique hotel - view great hotels & book now - expedia.com']," at best rates!
book at hotel cara mayal, marina. no reservation costs. great rates.
book at hotel c",{'best rates on illusion boutique hotel. plan your next trip with expedia.'},36.69833081,
['shows in las vegas']," she and save on hotels in manahester beach resort & spa, san francisco hotel, lesboroe. best price ",{'see the most popular vegas shows. discounts on shows in vegas.'},88.3889703,
"['112 hotels in winter park, co - book great hotels on expedia.']"," save up to $603 on flight + hotel. book a package to nari.
book at hotel cara maya, mariville. no r","{'find and compare exclusive deals on hotels in winter park, co and save big!'}",79.1648385,
['excellence el carmen- adults only all inclusive: 2017 room prices'],".
book at hotel ce rosa, paris. no reservation costs. great rates.
book at hotel cara maya, marivill","{'more choices, best prices, trusted. save big on hotels in punta cana.'}",25.78167165,
"['kinam hotel, ptionville - best price guarantee - booking.com']"," and save with expedias price guarantee.
book a hotel near san diego soaa. save up to 50% on your re","{'book at kinam hotel, ptionville. no reservation costs. great rates.'}",75.39758966,
['2700 hotels in slovenia - best price guarantee - booking.com'], hotels in downtown cosnur corriiina fllght broaniss in cancny beach. book now & book online with ex,{'book your hotel in slovenia online. no reservation costs. great rates.'},74.31008774,
['cordia serviced apartments - belfast. book now - booking.com']," at the best rates or refund + $50 coupon.
book at hotel ce rosa, paris.
no reservation costs. great","{'book at cordia serviced apartments, belfast. no reservation costs. great rates.'}",62.92597119,
['waterkloof guest house - best price guarantee - booking.com']," today!for the best rates!
book at hotel ce rosa, paris. no reservation costs. great rates
book at h","{'waterkloof guest house, pretoria'}",54.91442317,
"['motels in wichita falls, tx - lowest price guarantee - booking.com']"," and save with expedias price geals on crpises trrritgl and sie teriina.
book at hotel ce la raint g","{'book a motel in wichita falls, tx. no reservation costs. great rates.'}",60.67539458,
"['6 best hotels near croke park stadium, dublin, ireland  booking.com']",".an book your hotel in san diego online. no reservation costs. great rates.
book at hotel cara maya,","{'book at over 660,000 hotels online. no reservation costs. great rates.'}",34.3642537,
"['5 hotels in matteson, illinois - lowest price guarantee - booking.com']"," and save with expedias price guart franuenee. book your hotel in san diego online
book at hotel ce ",{'book your hotel in matteson il online. no reservation costs. great rates.'},37.09273429,
['lisbon city hotel - book now with expedia & save - expedia.com']," arura beach. book your hotel in san francisco now. no reservation costs. great rates.
book at hotel","{'3-star lisbon hotel in lisbon city center, near castle of sao jorge.'}",29.50911105,
['top 10 old forge hotels $89 | cheap hotels on expedia - expedia.com']," wour hotels in san diego, book at hotel de la pari, maricela. no reservation costs. great rates.
bo","{'more choices, best prices, trusted. save big on hotels in new york.'}",98.21129813,
"['30 hotels in waco, texas - lowest price guarantee - booking.com']"," and save with expedias book at hotel ce la raloa aldala, san francisco. no reservation costs. great",{'book your hotel in waco tx online. no reservation costs. great rates.'},50.38676794,
['sunset tower hotel los angeles - best price guarantee - booking.com']," today!
book at hotel ce rosa, paris. no reservation costs. great rates.
book at hotel cara maya, ma","{'book at sunset tower hotel, los angeles. no reservation costs. great rates.'}",37.14118463,
['cheap hotels in port aransas - lowest price guarantee - booking.com']," t best price guarantee.
book at hotel ce rosa, paris. no reservation costs. great rates.
book at ho",{'book a cheap hotel in port aransas online. no reservation costs. great rates.'},66.61056902,
['avalon bed & breakfast - relax on historic duval street - booking.com'],".
book at hotel ce rosa, paris. no reservation costs. great rates.
book at hotel cara maya, marivill",{'book your key west room & save!'},25.78167165,
"['kilronan house, dublin - best price guarantee - booking.com']"," and save with expedias book at hotel ce rosa, paris. no reservation costs. great rates
book at hote","{'book at kilronan house, dublin. no reservation costs. great rates.'}",35.95559183,
['the gotham hotel new york - best price guarantee - booking.com']," and save with expedias price guarantee.
book at hotel cartle, san francisco. no reservation costs. ","{'book at the gotham hotel, new york'}",43.41324002,
"['cheap flights to aruba, aruba $252.47 in 2017 | expedia - expedia.com']"," at aook at hotel de la pari, fareen.
book at hotel cara marina, paris. no reservation costs. great ",{'compare & pick from 400+ airlines. book your flight w/ expedia today!'},47.23036052,
['apartments in macau - booking.com'],". book your hotel in san francisco. book now!with the #1 travel site.
book at hotel ce rosa, paris. ",{'book an apartment in macau. lowest price guarantee!'},31.11705093,
['lopesan villa del conde - meloneras. book now - booking.com']," and save 
 book your hotel in san diego online. no reservation costs. great rates.
book at hotel ca","{'lopesan villa del conde, meloneras. best price guarantee.'}",31.61441869,
['hotels near dsm airport - save on hotels with expedia - expedia.com']," at book at hotel cariton, marina. no reservation costs. great rates
book at hotel cara maya, marivi",{'best rates or refund +$50 coupon. book your dsm airport hotel today!'},25.8943895,
['royal century at lax inglewood - best price guarantee - booking.com']," and save with expedias price guart tanes oaris hotel in downtown tancouver, walk to she beach. book",{'book at royal century hotel at lax inglewood. no reservation costs. great rates.'},55.75853253,
"['hotels in bruges, belgium - book your hotel now & save']",".
book at hotel ce rosa, paris. no reservation costs. great rates.
book at hotel cara maya, marivill","{'best rates or refund + $50 coupon. save on hotels in bruges, belgium.'}",25.78167165,
"['hotels in logroo, spain - lowest price guarantee - booking.com']"," today!
book at hotel ce rosa, paris. no reservation costs. great rates.
book at hotel cara maya, ma",{'book your hotel in logroo online. no reservation costs. great rates.'},37.14118463,
['resorts in miami - lowest price guarantee - booking.com']," and save with expedia.
book at hotel ce la ralla, seninyak. no reservation costs. great rates.
book","{'book a resort in miami, usa. no reservation costs. great rates.'}",38.89583266,
['cheap hotels in santa cruz - lowest price guarantee - booking.com']," t best price guarantee.
book at hotel ce rosa, paris. no reservation costs. great rates.
book at ho",{'book a cheap hotel in santa cruz online. no reservation costs. great rates.'},66.61056902,
"['royal inka i: 2017 room prices, deals & reviews | expedia']",".
book at hotel ce rosa, paris. no reservation costs. great rates
book at hotel cara maya, mariville",{'expedia price guarantee. hotels in cusco - machu picchu.'},23.64286357,
['myrtle beach oceanfront hotels - lowest price guarantee - booking.com']," and save with expedia.
book at hotel ce la ralla, senini. no reservation costs. great rates.
book a",{'book your oceanfront hotel in myrtle beach. no reservation costs. great rates.'},40.86212138,
['holy land experience hotels - orlando. best price guarantee.'],"
book at hotel cara maya, mariville. no reservation costs. great rates.
book at hotel cara maya, mar","{'book a hotel near holy land experience, orlando. get instant confirmation.'}",37.52174503,
['lodging in jasper - lowest price guarantee.'],"
book at hotel ce rosa, paris. no reservation costs. best price guarantee!
book at hotel marina, par",{'book lodging in jasper. no reservation costs. great rates.'},31.89679146,
['ueno hotel - save on hotels with expedia - expedia.com']," at book at hotel ce rosa, paris. no reservation costs. great rates.
book at hotel cara maya, marivi",{'best rates or refund + $50 coupon. save big on this tokyo hotel!'},30.43801718,
"['more choices, great prices - hotels in stockholm - expedia.com']",".
book at hotel ce rosa, paris. no reservation costs. great rates.
book at hotel cara maya, marivill","{'find & compare exclusive deals on stockholm, sweden hotels on expedia'}",25.78167165,
"['sheen falls lodge, kenmare - best price guarantee - booking.com']"," and save with expedias price geals in she andrilan. book now! no reservation costs. great rates.
bo","{'book at sheen falls lodge, kenmare. no reservation costs. great rates.'}",77.48170847,
['what to do in bangkok - make your trip memorable - expedia.com']," toun hotel in downtown tancouver, wa. best rates or refund + $50 coupon. book your hotel in calbrid","{'find deals on sightseeing tours, activities & must-see attractions - book today.'}",55.43860193,
['university of delaware hotels - newark. best price guarantee.'],"
book at hotel ce rosa, paris. no reservation costs. great rates
book at hotel cara maya, mariville.","{'book a hotel near university of delaware, newark. get instant confirmation.'}",27.41433006,
"['motels in fontana, ca - lowest price guarantee - booking.com']"," t best price guarantee.
book at hotel ce rosa, paris. no reservation costs. great rates.
book at ho","{'book a motel in fontana, ca. no reservation costs. great rates.'}",66.61056902,
['nighttime bus tour & fremont street experience - las vegas']," street. book now & save with expedia. book a hotel in cowntown calgary, alsterdam. no reservation c","{'find deals for tours & attractions book on expedia today & save!', 'find sightseeing tours & activities book on expedia today & save!'}",52.94523388,
"[""st. james's club antigua all inclusive: 2017 room prices, deals""]"," aerestire and save with expedia.
book at hotel ce rosa, paris. no reservation costs. great rates.
b",{'save big on hotels with expedia. best hotel prices guaranteed.'},39.94453205,
,,,,46.41083216
